ID,Company_Name,Industry_Vertical,Sub_Category,City,State,Estimated_Employees,Estimated_Revenue_Range,AI_Automation_Use_Case,Estimated_Deal_Size,Decision_Maker_Title,Website,Priority_Score,Notes,Contact_Email,Alt_Emails,Contact_Phone,Alt_Phones,Email_Source
529,Ken Garff Automotive,Auto Dealerships,Multi-Brand Dealer,Salt Lake City,UT,6000,$5B+,Customer engagement AI,$20K-$40K,VP of Technology,www.kengarff.com,4,50+ locations,info@kengarff.com,contact@kengarff.com,1772211165,1772211174; 1768363356,pattern
530,Holman Enterprises,Auto Dealerships,Multi-Brand Dealer,Mount Laurel,NJ,6000,$5B+,Lead follow-up AI,$20K-$40K,Chief Technology Officer,www.holmanenterprises.com,4,Acquired Leith Automotive,info@holmanenterprises.com,contact@holmanenterprises.com,,,pattern
531,Parks Automotive Group,Auto Dealerships,Multi-Brand Dealer,Kannapolis,NC,2000,$1B+,Inventory management AI,$10K-$25K,Director of IT,www.parksautogroup.com,3,Southeast dealer group,info@parksautogroup.com,contact@parksautogroup.com,10841300142,0648025190; 1772211165,pattern
532,Sewell Automotive,Auto Dealerships,Luxury Dealer,Dallas,TX,2500,$1B+,Customer engagement AI,$15K-$25K,VP of Technology,www.sewell.com,4,Luxury brand focus,info@sewell.com,contact@sewell.com,8615132873,8097156327; 1772211705,pattern
533,JM Family Enterprises,Auto Dealerships,Distributor/Dealer,Deerfield Beach,FL,4500,$10B+,Service scheduling AI,$25K-$50K,CTO,www.jmfamily.com,5,Southeast Toyota distributor,info@jmfamily.com,contact@jmfamily.com,1772140401,9144076632; 6122940755,pattern
534,Fields Auto Group,Auto Dealerships,Multi-Brand Dealer,Lakeland,FL,1500,$1B+,Lead follow-up AI,$10K-$20K,Director of Digital,www.fieldsauto.com,3,Florida dealer group,info@fieldsauto.com,contact@fieldsauto.com,,,pattern
535,Morgan Auto Group,Auto Dealerships,Multi-Brand Dealer,Tampa,FL,2000,$1B+,Inventory management AI,$10K-$25K,VP of Technology,www.maborgs.com,3,Tampa area dealer group,info@maborgs.com,contact@maborgs.com,,,pattern
536,Greenway Automotive,Auto Dealerships,Multi-Brand Dealer,Orlando,FL,1500,$500M-$1B,Customer engagement AI,$8K-$20K,Director of IT,www.greenway.com,3,Southeast dealer group,info@greenway.com,contact@greenway.com,1772211165,1772211174; 1768363218,pattern
537,Serra Automotive,Auto Dealerships,Multi-Brand Dealer,Fenton,MI,1200,$500M-$1B,Lead follow-up AI,$8K-$20K,VP of Technology,www.serraautomotive.com,3,Midwest dealer group,info@serraautomotive.com,contact@serraautomotive.com,,,pattern
538,Bert Ogden Auto Group,Auto Dealerships,Multi-Brand Dealer,McAllen,TX,2000,$1B+,Service scheduling AI,$10K-$25K,Director of Digital,www.bertogden.com,3,South Texas dealer group,pearl.medina@bertogden.com,,1772211165,1772211175; 1772211174,scraped
539,Carvana,Auto Dealerships,Online Dealer,Tempe,AZ,13000,$10B+,AI pricing engine,$25K-$50K,Chief Technology Officer,www.carvana.com,5,NYSE; online used car leader,info@carvana.com,contact@carvana.com,,,pattern
540,CarMax,Auto Dealerships,Used Car Dealer,Richmond,VA,27000,$10B+,Inventory AI,$30K-$50K,CTO,www.carmax.com,5,Fortune 500; 240+ stores,info@carmax.com,contact@carmax.com,,,pattern
541,Vroom,Auto Dealerships,Online Dealer,Houston,TX,1500,$1B+,AI vehicle appraisal,$10K-$25K,Chief Technology Officer,www.vroom.com,3,NASDAQ; online auto retail,info@vroom.com,contact@vroom.com,1-844-670-1873,1-877-675-7254,pattern
542,AutoTrader / Cox Automotive,Auto Dealerships,Auto Platform,Atlanta,GA,27000,$5B+,AI lead scoring,$30K-$50K,VP of AI,www.coxautoinc.com,5,Auto marketplace + DMS platform,info@coxautoinc.com,contact@coxautoinc.com,200.0002288,200.0002287; 200.0039062,pattern
543,CDK Global,Auto Dealerships,Auto Tech,Austin,TX,9000,$1B+,Dealer management AI,$20K-$40K,Chief Technology Officer,www.cdkglobal.com,4,DMS provider for dealerships,lisa.finney@cdk.com,u003elisa.finney@cdk.com; cdkmediainquiries@cdk.com; u003ecdkmediainquiries@cdk.com,3323041480,2864544891; 833.620.2129,scraped
544,Vaughan Automotive,Auto Dealerships,Multi-Brand Dealer,Boerne,TX,800,$200M-$500M,Lead follow-up AI,$8K-$15K,Director of IT,www.vaughanauto.com,3,New to Top 150 list,info@vaughanauto.com,contact@vaughanauto.com,2026010211,9057382255,pattern
545,Jeff Wyler Automotive Family,Auto Dealerships,Multi-Brand Dealer,Cincinnati,OH,1500,$1B+,Service scheduling AI,$10K-$20K,VP of Technology,www.jeffwyler.com,3,Ohio/Kentucky dealer group,info@jeffwyler.com,contact@jeffwyler.com,,,pattern
546,David Wilson Automotive Group,Auto Dealerships,Multi-Brand Dealer,Newport Beach,CA,1000,$500M-$1B,Customer engagement AI,$8K-$20K,Director of Digital,www.davidwilsonautomotive.com,3,Southern CA dealer group,info@davidwilsonautomotive.com,contact@davidwilsonautomotive.com,,,pattern
547,Scoggin-Dickey,Auto Dealerships,Multi-Brand Dealer,Lubbock,TX,500,$200M-$500M,Lead follow-up AI,$5K-$15K,Director of IT,www.scoggindickey.com,2,West Texas dealer,info@scoggindickey.com,contact@scoggindickey.com,,,pattern
548,Performance Automotive,Auto Dealerships,Multi-Brand Dealer,Chapel Hill,NC,800,$200M-$500M,Inventory management AI,$8K-$15K,VP of Technology,www.performanceautogroup.com,3,NC dealer group,info@performanceautogroup.com,contact@performanceautogroup.com,,,pattern
549,Priority Automotive,Auto Dealerships,Multi-Brand Dealer,Virginia Beach,VA,1500,$500M-$1B,Service scheduling AI,$8K-$20K,Director of IT,www.priorityauto.com,3,Virginia dealer group,info@priorityauto.com,contact@priorityauto.com,7909431457,2405166625; 4172874355,pattern
550,Napleton Automotive Group,Auto Dealerships,Multi-Brand Dealer,Lake Park,FL,2000,$1B+,Lead follow-up AI,$10K-$25K,VP of Digital,www.napletonautomotive.com,3,Multi-state dealer group,info@napletonautomotive.com,contact@napletonautomotive.com,,,pattern
551,Flow Automotive,Auto Dealerships,Multi-Brand Dealer,Winston-Salem,NC,1500,$500M-$1B,Customer engagement AI,$8K-$20K,Director of Technology,www.flowcompanies.com,3,NC dealer group,info@flowcompanies.com,contact@flowcompanies.com,,,pattern
552,Bical Auto Mall,Auto Dealerships,Multi-Brand Dealer,Brooklyn,NY,300,$100M-$200M,Lead follow-up AI,$5K-$15K,General Manager,www.bical.com,2,NYC area dealer,info@bical.com,contact@bical.com,,,pattern
553,Ganley Automotive Group,Auto Dealerships,Multi-Brand Dealer,Cleveland,OH,1500,$500M-$1B,Service scheduling AI,$8K-$20K,VP of Technology,www.ganley.com,3,Ohio dealer group,info@ganley.com,contact@ganley.com,,,pattern
554,Germain Motor Company,Auto Dealerships,Multi-Brand Dealer,Columbus,OH,1000,$500M-$1B,Inventory management AI,$8K-$20K,Director of IT,www.germain.com,3,Ohio dealer group,leads@germaintoyotaofcolumbus.dealercrm.com,,1768363217,888-711-8804; 1772211165,scraped
555,Galpin Motors,Auto Dealerships,Multi-Brand Dealer,North Hills,CA,800,$200M-$500M,Customer engagement AI,$8K-$15K,VP of Technology,www.galpin.com,3,LA iconic dealer,carshow@galpin.com,,211230-0000,200510-1501; 230811-0700,scraped
556,Bergstrom Automotive,Auto Dealerships,Multi-Brand Dealer,Appleton,WI,1000,$500M-$1B,Lead follow-up AI,$8K-$20K,Director of Digital,www.bergstromauto.com,3,Wisconsin dealer group,info@bergstromauto.com,contact@bergstromauto.com,18635559082,4602203369; 4572183645,pattern
557,John Eagle Dealerships,Auto Dealerships,Multi-Brand Dealer,Dallas,TX,1200,$500M-$1B,Service scheduling AI,$8K-$20K,VP of Technology,www.johneagle.com,3,Texas dealer group,info@johneagle.com,contact@johneagle.com,,,pattern
558,Shottenkirk Automotive,Auto Dealerships,Multi-Brand Dealer,Fort Madison,IA,800,$200M-$500M,Inventory management AI,$5K-$15K,Director of IT,www.shottenkirk.com,2,Midwest dealer group,info@shottenkirk.com,contact@shottenkirk.com,555.555.5555,256.257.1516; 682.498.8427,pattern
559,Love Field Chrysler Dodge,Auto Dealerships,Single Brand,Dallas,TX,200,$50M-$100M,Lead follow-up AI,$5K-$12K,General Manager,www.lovefieldchrysler.com,2,Single location; high volume,info@lovefieldchrysler.com,contact@lovefieldchrysler.com,,,pattern
560,Rick Hendrick City Chevrolet,Auto Dealerships,Single Brand,Charlotte,NC,300,$100M-$200M,Service scheduling AI,$5K-$15K,General Manager,www.citychevrolet.com,2,Hendrick subsidiary; high volume,heather.drayton@hendrickauto.com,,(704) 321-4151,1772211165; 1772211167,scraped
561,Service Champions,"Home Services (HVAC, Plumbing, Roofing)",HVAC/Plumbing,Pleasanton,CA,2000,$200M-$500M,Dispatch AI,$10K-$25K,Chief Operating Officer,www.servicechampions.net,4,Champions Group; 20+ locations,info@servicechampions.net,contact@servicechampions.net,121.9187738,+1-123-234-4547; 17709919848,pattern
562,Hoffmann Brothers,"Home Services (HVAC, Plumbing, Roofing)",HVAC/Plumbing,St. Louis,MO,400,$50M-$100M,Lead qualification AI,$8K-$20K,Director of Operations,www.hoffmannbros.com,3,40+ years; 10K+ 5-star reviews,info@hoffmannbros.com,contact@hoffmannbros.com,1770044614,2147483647; 2857142857,pattern
563,Peterman Brothers,"Home Services (HVAC, Plumbing, Roofing)",HVAC/Plumbing,Indianapolis,IN,500,$50M-$100M,Dispatch AI,$8K-$20K,VP of Operations,www.petermanhvac.com,3,Fastest growing in Indiana,info@petermanhvac.com,contact@petermanhvac.com,0000000030,1.7706825649; 1772460164,pattern
564,Roto-Rooter,"Home Services (HVAC, Plumbing, Roofing)",Plumbing/Drain,Cincinnati,OH,5000,$500M-$1B,Dispatch AI,$15K-$30K,Chief Technology Officer,www.rotorooter.com,5,498 locations; 90% US coverage,info@rotorooter.com,contact@rotorooter.com,3045862401,1180770233; 041892-1004,pattern
565,Mr. Rooter Plumbing,"Home Services (HVAC, Plumbing, Roofing)",Plumbing,Waco,TX,3000,$200M-$500M,Lead qualification AI,$10K-$25K,VP of Technology,www.mrrooter.com,4,Neighborly brand; 215 US franchises,info@mrrooter.com,contact@mrrooter.com,1-833-785-6698,,pattern
566,One Hour Heating & Air,"Home Services (HVAC, Plumbing, Roofing)",HVAC,Columbia,MD,2500,$200M-$500M,Estimate automation AI,$10K-$25K,Director of Technology,www.onehourheatandair.com,4,Authority Brands franchise,info@onehourheatandair.com,contact@onehourheatandair.com,,,pattern
567,Benjamin Franklin Plumbing,"Home Services (HVAC, Plumbing, Roofing)",Plumbing,Columbia,MD,2000,$100M-$200M,Dispatch AI,$8K-$20K,VP of Operations,www.benjaminfranklinplumbing.com,3,Authority Brands franchise,info@benjaminfranklinplumbing.com,contact@benjaminfranklinplumbing.com,,,pattern
568,1-800-Plumber +Air,"Home Services (HVAC, Plumbing, Roofing)",HVAC/Plumbing,Houston,TX,500,$25M-$50M,Lead qualification AI,$5K-$15K,Director of Operations,www.1800plumber.com,3,Combined HVAC/plumbing franchise,info@1800plumber.com,contact@1800plumber.com,1772443525,+18007586237; 17346514137,pattern
569,Bluefrog Plumbing + Drain,"Home Services (HVAC, Plumbing, Roofing)",Plumbing,Phoenix,AZ,300,$10M-$25M,Dispatch AI,$5K-$12K,VP of Franchise,www.bluefrogplumbing.com,2,Emergency plumbing focus,info@bluefrogplumbing.com,contact@bluefrogplumbing.com,1668716331,9747472785; 7394695176,pattern
570,Comfort Systems USA,"Home Services (HVAC, Plumbing, Roofing)",HVAC Commercial,Houston,TX,15000,$1B+,Predictive maintenance AI,$25K-$50K,Chief Technology Officer,www.comfortsystemsusa.com,5,NYSE listed; mechanical services,information@comfortsystemsusa.com,,9632626030,15974370541; 2381726030,scraped
571,EMCOR Group,"Home Services (HVAC, Plumbing, Roofing)",HVAC/Mechanical,Norwalk,CT,40000,$10B+,Building automation AI,$30K-$50K,VP of Innovation,www.emcorgroup.com,5,Fortune 500; largest US HVAC,info@emcorgroup.com,contact@emcorgroup.com,1772480079,+18668907794; 866.890.7794,pattern
572,Trane Technologies,"Home Services (HVAC, Plumbing, Roofing)",HVAC Manufacturing,Davidson,NC,40000,$10B+,Predictive maintenance AI,$30K-$50K,Chief Technology Officer,www.tranetechnologies.com,5,NYSE listed; $16B revenue,info@tranetechnologies.com,contact@tranetechnologies.com,2392618224,1-704-655-4000; 1-866-472-6793,pattern
573,Carrier Global,"Home Services (HVAC, Plumbing, Roofing)",HVAC Manufacturing,Palm Beach Gardens,FL,53000,$10B+,Smart building AI,$30K-$50K,CTO,www.corporate.carrier.com,5,NYSE listed; $22B revenue,info@corporate.carrier.com,contact@corporate.carrier.com,6056665220,1945140875; 8985717319,pattern
574,ARS/Rescue Rooter,"Home Services (HVAC, Plumbing, Roofing)",HVAC/Plumbing,Memphis,TN,7000,$1B+,Dispatch AI,$15K-$30K,VP of Technology,www.ars.com,4,American Residential Services; 65+ locations,customercaremail@ars.com,,866-399-2885,4519644568; 10877581120,scraped
575,Service Experts,"Home Services (HVAC, Plumbing, Roofing)",HVAC,Richardson,TX,5000,$500M-$1B,Lead qualification AI,$10K-$25K,Director of Technology,www.serviceexperts.com,4,130+ locations nationwide,example@domain.com,,0847457627,2602130938; 8669637996,scraped
576,Neighborly,"Home Services (HVAC, Plumbing, Roofing)",Multi-Brand Home,Waco,TX,5000,$1B+,Cross-sell AI,$20K-$40K,Chief Technology Officer,www.neighborly.com,5,30+ home service brands,info@neighborly.com,contact@neighborly.com,7000166113,2619349733; 1 (855) 217-8437,pattern
577,ABC Supply,"Home Services (HVAC, Plumbing, Roofing)",Roofing Distribution,Beloit,WI,15000,$10B+,Inventory management AI,$25K-$50K,VP of Innovation,www.abcsupply.com,5,Largest US roofing distributor,info@abcsupply.com,contact@abcsupply.com,1767654309,1771009610; 1763668999,pattern
578,CentiMark Corporation,"Home Services (HVAC, Plumbing, Roofing)",Roofing,Canonsburg,PA,4000,$500M-$1B,Estimate automation AI,$10K-$25K,Director of Technology,www.centimark.com,4,Largest US roofing contractor,info@centimark.com,contact@centimark.com,16781199371,16770950073; 16771866550,pattern
579,Baker Roofing,"Home Services (HVAC, Plumbing, Roofing)",Roofing,Raleigh,NC,1500,$200M-$500M,Dispatch AI,$8K-$20K,VP of Operations,www.bakerroofing.com,3,100+ years; Southeast,contact@bakerroofing.com,,3333333333,1.7333333333; 6666666666,pattern
580,Tecta America,"Home Services (HVAC, Plumbing, Roofing)",Roofing,Rosemont,IL,3000,$500M-$1B,Estimate automation AI,$10K-$25K,Chief Technology Officer,www.tectaamerica.com,4,Largest commercial roofer,info@tectaamerica.com,service@tectaamerica.com,5826630378,1769816169; 1769816170,pattern
581,Nations Roof,"Home Services (HVAC, Plumbing, Roofing)",Roofing,Fairfield,OH,1000,$100M-$200M,Dispatch AI,$8K-$15K,Director of IT,www.nationsroof.com,3,National commercial roofer,info@nationsroof.com,,2304772830,17721315807; 2320866014,pattern
582,Ace Hardware Home Services,"Home Services (HVAC, Plumbing, Roofing)",Multi-Home Service,Oak Brook,IL,3000,$200M-$500M,Lead qualification AI,$10K-$25K,VP of Technology,www.acehardware.com,4,Plumbing/HVAC/electrical,carecenter@acehardware.com,u003ecarecenter@acehardware.com; copyright@acehardware.com; fraud@acehardware.com,1112366487,1-888-827-4223; 17709025726,scraped
583,Wrench Group,"Home Services (HVAC, Plumbing, Roofing)",HVAC/Plumbing,Atlanta,GA,3500,$500M-$1B,Dispatch AI,$10K-$25K,Chief Technology Officer,www.wrenchgroup.com,4,Multi-brand home services,info@wrenchgroup.com,wrenchlife@wrenchgroup.com,1718134139,9414773771; 8700299819,pattern
584,Horizon Services,"Home Services (HVAC, Plumbing, Roofing)",HVAC/Plumbing,Wilmington,DE,1500,$100M-$200M,Lead qualification AI,$8K-$20K,Director of Technology,www.horizonservices.com,3,Mid-Atlantic service leader,info@horizonservices.com,contact@horizonservices.com,2147483647,9397000184; 3123671108,pattern
585,Morris-Jenkins,"Home Services (HVAC, Plumbing, Roofing)",HVAC,Charlotte,NC,500,$50M-$100M,Estimate automation AI,$5K-$15K,Director of Operations,www.morrisjenkins.com,3,Charlotte HVAC leader,info@morrisjenkins.com,contact@morrisjenkins.com,,,pattern
586,Aire Serv,"Home Services (HVAC, Plumbing, Roofing)",HVAC,Waco,TX,1500,$50M-$100M,Dispatch AI,$5K-$15K,VP of Franchise,www.aireserv.com,3,Neighborly brand,info@aireserv.com,contact@aireserv.com,(833) 861-7795,,pattern
587,Coolray,"Home Services (HVAC, Plumbing, Roofing)",HVAC,Marietta,GA,400,$50M-$100M,Lead qualification AI,$5K-$15K,Director of Operations,www.coolray.com,3,Wrench Group brand; Atlanta,info@coolray.com,contact@coolray.com,(770) 421-8400,17709919848; 4476307384,pattern
588,Michael & Son Services,"Home Services (HVAC, Plumbing, Roofing)",Multi-Home Service,Alexandria,VA,800,$100M-$200M,Dispatch AI,$8K-$20K,VP of Technology,www.michaelandson.com,3,DC metro area leader,info@michaelandson.com,contact@michaelandson.com,8009486453,3602623893; 1230857754,pattern
589,Hiller Plumbing,"Home Services (HVAC, Plumbing, Roofing)",Plumbing/HVAC,Nashville,TN,600,$50M-$100M,Lead qualification AI,$5K-$15K,Director of Operations,www.happyhiller.com,3,Tennessee leader,info@happyhiller.com,contact@happyhiller.com,1772480085,1772196477; 2024031312,pattern
590,Bonney Plumbing,"Home Services (HVAC, Plumbing, Roofing)",Plumbing/HVAC,Sacramento,CA,300,$25M-$50M,Estimate automation AI,$5K-$12K,VP of Operations,www.bonney.com,2,Sacramento area leader,info@bonney.com,contact@bonney.com,+19164619039,0000007735; 5491964971,pattern
591,Lee Company,"Home Services (HVAC, Plumbing, Roofing)",HVAC/Mechanical,Franklin,TN,1800,$200M-$500M,Predictive maintenance AI,$10K-$25K,Director of Technology,www.leecompany.com,3,Tennessee multi-service,info@leecompany.com,contact@leecompany.com,9999999999,1772127510; 615.567.1000,pattern
592,Isaac Heating & Air,"Home Services (HVAC, Plumbing, Roofing)",HVAC,Rochester,NY,500,$50M-$100M,Dispatch AI,$5K-$15K,Director of Operations,www.isaacheating.com,3,NY state HVAC leader,info@isaacheating.com,contact@isaacheating.com,1765532439,1765532435; 1771354455,pattern
593,Ideal Services,"Home Services (HVAC, Plumbing, Roofing)",HVAC/Plumbing,Las Vegas,NV,200,$10M-$25M,Lead qualification AI,$5K-$12K,Owner,www.idealservices.com,2,Las Vegas home services,idealservices@idealservices.com,efe@partnersinlocalsearch.com,(702) 766-7843,(702) 396-5225; 16662951651,scraped
594,Schneller Knochelmann,"Home Services (HVAC, Plumbing, Roofing)",Plumbing/HVAC,Cincinnati,OH,200,$10M-$25M,Dispatch AI,$5K-$12K,Director of Operations,www.skplumbing.com,2,Cincinnati area leader,info@skplumbing.com,contact@skplumbing.com,,,pattern
595,Goodberlet Home Services,"Home Services (HVAC, Plumbing, Roofing)",HVAC,Joliet,IL,100,$5M-$10M,Estimate automation AI,$5K-$10K,Owner,www.goodberlet.com,2,Chicago suburbs,info@goodberlet.com,contact@goodberlet.com,,,pattern
596,Long Roofing,"Home Services (HVAC, Plumbing, Roofing)",Roofing,Laurel,MD,500,$50M-$100M,Lead qualification AI,$5K-$15K,Director of Marketing,www.longroofing.com,3,East Coast roofing leader,info@longhome.com,,+1-800-417-5664,2705048183; +1-301-417-5664,scraped
597,Power Home Remodeling,"Home Services (HVAC, Plumbing, Roofing)",Roofing/Windows,Chester,PA,3000,$500M-$1B,Lead qualification AI,$10K-$25K,VP of Technology,www.powerhome.com,4,Largest exterior remodeler,sales@powerhome.com,,1987779024,,scraped
598,Leaf Home Solutions,"Home Services (HVAC, Plumbing, Roofing)",Gutters/Home,Hudson,OH,5000,$500M-$1B,Dispatch AI,$10K-$25K,Chief Technology Officer,www.leafhome.com,4,LeafFilter parent; 150+ offices,info@leafhome.com,contact@leafhome.com,1120304418,5434657967; 1015531916,pattern
599,Groundworks,"Home Services (HVAC, Plumbing, Roofing)",Foundation Repair,Virginia Beach,VA,5000,$500M-$1B,Lead qualification AI,$10K-$25K,VP of Technology,www.groundworks.com,4,30+ brands; PE-backed,info@groundworks.com,contact@groundworks.com,6036820887,16777856328; 10060308810,pattern
600,Mr. Electric,"Home Services (HVAC, Plumbing, Roofing)",Electrical,Waco,TX,1500,$50M-$100M,Dispatch AI,$5K-$15K,VP of Franchise,www.mrelectric.com,3,Neighborly brand,info@mrelectric.com,contact@mrelectric.com,1-833-785-6698,,pattern
601,HubSpot,SaaS / Software Companies,CRM/Marketing,Cambridge,MA,7000,$1B+,Customer onboarding AI,$25K-$50K,Chief Product Officer,www.hubspot.com,5,NYSE listed; CRM leader,info@hubspot.com,contact@hubspot.com,4705882353,1098039216; 6196078431,pattern
602,Salesforce,SaaS / Software Companies,CRM,San Francisco,CA,73000,$10B+,Churn prediction AI,$30K-$50K,Chief AI Officer,www.salesforce.com,5,CRM market leader; Einstein AI,info@salesforce.com,contact@salesforce.com,1-800-664-9073,2244497218; 1772480090,pattern
603,Datadog,SaaS / Software Companies,Monitoring,New York,NY,5000,$1B+,Support automation AI,$20K-$40K,CTO,www.datadoghq.com,5,NASDAQ listed; observability,info@datadoghq.com,,866 329-4466,8779499495; 1391380318,pattern
604,Monday.com,SaaS / Software Companies,Work Management,New York,NY,2000,$500M-$1B,Workflow automation AI,$15K-$30K,Chief Technology Officer,www.monday.com,4,NASDAQ listed,support@monday.com,u003esupport@monday.com,9125743970,6970914444; 9043958355,scraped
605,Notion,SaaS / Software Companies,Productivity,San Francisco,CA,500,$200M-$500M,Customer onboarding AI,$10K-$25K,CTO,www.notion.so,4,AI-enhanced workspace,info@notion.so,contact@notion.so,1232780281,8639522600; 3499345013,pattern
606,ClickUp,SaaS / Software Companies,Project Management,San Diego,CA,1000,$200M-$500M,Support automation AI,$10K-$25K,VP of Engineering,www.clickup.com,4,All-in-one productivity,info@clickup.com,contact@clickup.com,1535098836,2763192810; 0344438151,pattern
607,Miro,SaaS / Software Companies,Visual Collaboration,San Francisco,CA,1800,$200M-$500M,Customer onboarding AI,$10K-$25K,Chief Technology Officer,www.miro.com,4,Digital whiteboard,info@miro.com,contact@miro.com,2879548198,8308097122; 9308612194,pattern
608,Deel,SaaS / Software Companies,HR/Payroll,San Francisco,CA,4000,$500M-$1B,Compliance automation AI,$15K-$30K,CTO,www.deel.com,4,Global payroll/HR platform,info@deel.com,contact@deel.com,,,pattern
609,Rippling,SaaS / Software Companies,HR Tech,San Francisco,CA,3000,$500M-$1B,Employee onboarding AI,$15K-$30K,Chief Technology Officer,www.rippling.com,5,Unified workforce platform,taxagencies@rippling.com,carriers@rippling.com,3009752080,454-1398940; 2500312336,scraped
610,CrowdStrike,SaaS / Software Companies,Cybersecurity,Austin,TX,8000,$1B+,Threat detection AI,$25K-$50K,CTO,www.crowdstrike.com,5,NASDAQ; $3B+ revenue,alliances_operations@crowdstrike.com,press@crowdstrike.com; mission@crowdstrike.com; vtscanner@crowdstrike.com,14210537969,4476486664; 7842899024,scraped
611,Palantir Technologies,SaaS / Software Companies,Data Analytics,Denver,CO,3500,$1B+,Data analysis AI,$30K-$50K,Chief Technology Officer,www.palantir.com,5,NYSE listed; government + commercial,melissam@palantir.com,media@palantir.com; employee-verifications@palantir.com,0818735626,436 392.2678; 538 306.4145,scraped
612,Snowflake,SaaS / Software Companies,Data Cloud,Bozeman,MT,6000,$1B+,Data pipeline AI,$25K-$50K,CTO,www.snowflake.com,5,NYSE listed; cloud data,info@snowflake.com,contact@snowflake.com,17691015640,,pattern
613,Twilio,SaaS / Software Companies,Communications API,San Francisco,CA,6000,$1B+,Customer engagement AI,$20K-$40K,Chief Product Officer,www.twilio.com,4,NYSE listed; CPaaS leader,contact@twilio.com,,2147483647,811804-5179; 097-6430668,pattern
614,Amplitude,SaaS / Software Companies,Product Analytics,San Francisco,CA,700,$200M-$500M,Churn prediction AI,$10K-$25K,CTO,www.amplitude.com,4,NASDAQ listed; digital analytics,sales@amplitude.com,,650-988-5131,0279145235; 822.4561336,scraped
615,Calendly,SaaS / Software Companies,Scheduling,Atlanta,GA,700,$200M-$500M,Customer onboarding AI,$10K-$20K,Chief Technology Officer,www.calendly.com,3,Scheduling automation leader,info@calendly.com,contact@calendly.com,3295966333,1.7142857142; 3000000000,pattern
616,Motive,SaaS / Software Companies,Fleet/Operations,San Francisco,CA,3000,$500M-$1B,Fleet analytics AI,$15K-$30K,CTO,www.gomotive.com,4,120K+ customers,info@gomotive.com,sales@gomotive.com; support@gomotive.com; press@gomotive.com,1 855-434-3564,1771937972; 1770142565,pattern
617,Gusto,SaaS / Software Companies,HR/Payroll,San Francisco,CA,2500,$200M-$500M,Employee onboarding AI,$10K-$25K,Chief Technology Officer,www.gusto.com,4,SMB payroll/HR platform,info@gusto.com,contact@gusto.com,1768526039,1772143629; 4166087186,pattern
618,Brex,SaaS / Software Companies,Finance/Spend,San Francisco,CA,1100,$200M-$500M,Expense automation AI,$10K-$25K,CTO,www.brex.com,4,Corporate card/spend management,press@brex.com,,1829.5104997,371-0294730; 228-3210482,scraped
619,Figma,SaaS / Software Companies,Design,San Francisco,CA,1500,$500M-$1B,Design collaboration AI,$15K-$25K,Chief Technology Officer,www.figma.com,4,Collaborative design platform,press@figma.com,,1622439415,4475400432; 106.8141502,scraped
620,Airtable,SaaS / Software Companies,Low-Code/Database,San Francisco,CA,900,$200M-$500M,Workflow AI,$10K-$20K,CTO,www.airtable.com,3,No-code database platform,info@airtable.com,contact@airtable.com,14573973145,4342644399; 8972207020,pattern
621,Canva,SaaS / Software Companies,Design Platform,San Francisco,CA,5000,$1B+,Content generation AI,$15K-$30K,Chief Technology Officer,www.canva.com,5,Visual communication platform,info@canva.com,contact@canva.com,12417176891,5252659141; 629.7203647,pattern
622,Webflow,SaaS / Software Companies,Website Builder,San Francisco,CA,800,$100M-$200M,Customer onboarding AI,$8K-$20K,CTO,www.webflow.com,3,Visual website builder,info@webflow.com,contact@webflow.com,14915806179,2231718910; 057032-1570,pattern
623,Loom,SaaS / Software Companies,Video Messaging,San Francisco,CA,200,$50M-$100M,Support automation AI,$5K-$15K,Chief Technology Officer,www.loom.com,3,Atlassian subsidiary,info@loom.com,contact@loom.com,125591-2400,1054798648; 8523668331,pattern
624,Linear,SaaS / Software Companies,Project Management,San Francisco,CA,100,$25M-$50M,Issue triage AI,$5K-$15K,CTO,www.linear.app,3,Developer-focused PM,hello@linear.app,,0579003421,6804061483; 564-5401335,scraped
625,Vercel,SaaS / Software Companies,Frontend Platform,San Francisco,CA,500,$100M-$200M,Support automation AI,$8K-$20K,Chief Technology Officer,www.vercel.com,4,Next.js/frontend platform,info@vercel.com,contact@vercel.com,9664154901,7516192436; 17422483409,pattern
626,Supabase,SaaS / Software Companies,Backend Platform,San Francisco,CA,200,$25M-$50M,Developer onboarding AI,$5K-$15K,CTO,www.supabase.com,3,Open-source Firebase alternative,help-events@supabase.com,legal@supabase.io; privacy@supabase.io; abuse@supabase.io,7997661110,13568572614; 19791578756,scraped
627,Retool,SaaS / Software Companies,Internal Tools,San Francisco,CA,400,$100M-$200M,Workflow automation AI,$8K-$20K,Chief Technology Officer,www.retool.com,3,Internal tool builder,support@retool.com,,6877811025,5385539705; 6365772921,scraped
628,Postman,SaaS / Software Companies,API Platform,San Francisco,CA,900,$200M-$500M,API testing AI,$10K-$20K,CTO,www.postman.com,4,30M+ developers,info@postman.com,info-jp@postman.com; u003einfo@postman.com; u003einfo-jp@postman.com,9676689144,2076095609; 4021195695,pattern
